3x3x3,Standard,24.7,Apr 08 2020 - 20:54:30,,n,n,,"D  U' B  D' R2 F' R  U' R' D  R' F2 B  F2 D' F2 B  R2 L2 D' B' R  U' ",
3x3x3,Standard,22.87,Apr 08 2020 - 20:55:17,,n,n,,"F  R  L' B  L  U2 D2 B  D' U2 D  L' U' D' R' D  B2 R  U2 R  F  D' R2 U  ",
3x3x3,Standard,20.48,Apr 08 2020 - 20:56:56,,n,n,,"D2 L  D' L' B  U2 L  D2 L' D' F' B2 U' F' R2 U2 R  L' B  U' D' L2 ",
3x3x3,Standard,25.74,Apr 08 2020 - 20:57:49,,n,n,,"L' F' L' B' R  U2 L  F' R' D' L  B2 D' B2 R2 U  L' D' R' L2 U' F' D2 ",
3x3x3,Standard,28.79,Apr 08 2020 - 20:58:38,,n,n,,"U  D2 B' R2 D2 L  B  R2 F2 R' B' R' D' U' D2 F' D  B  D  R' F  L2 F' ",
3x3x3,Standard,24.21,Apr 08 2020 - 20:59:31,,n,n,,"U' F  U2 F  L2 R' L2 D  L2 F' U' B  D' F' R' D2 F  B2 R2 D2 R2 L' ",
3x3x3,Standard,24.3,Apr 08 2020 - 21:00:29,,n,n,,"D  U' D  L' U' L  B2 L' D2 L2 D' B' L  R2 B  R' U' L  D2 F  U2 F2 D' B2 ",
3x3x3,Standard,20.24,Apr 08 2020 - 21:03:15,,n,n,,"L  D' L' U2 D  R  D' F  U  F' L2 U' D2 F  D  U2 D  F2 D' L  U' R  B2 L  ",
3x3x3,Standard,23.41,Apr 08 2020 - 21:04:39,,n,n,,"R2 U2 L2 U' R2 F  R' U2 R2 U  R  D2 R  U2 D2 R2 F' D  R  F' R  D2 R' B2 ",
3x3x3,Standard,23.94,Apr 08 2020 - 21:05:24,,n,n,,"L  F  U2 B' L2 D' F' R  D' B  R2 F2 R2 D  L' R  D' L' B2 U' B  R' U2 ",
3x3x3,Standard,22.95,Apr 08 2020 - 21:06:20,,n,n,,"D' L' B  F  R  D' L' F  L' F2 B' F  D2 B  U  D  U2 F  R  U' ",
3x3x3,Standard,20.99,Apr 08 2020 - 21:07:19,,n,n,,"L  D2 B2 F2 R  D  U  R2 D  L  R2 B2 L' U' R' U' D2 F  L2 R  B  D  L' ",
3x3x3,Standard,22.53,Apr 08 2020 - 21:08:21,,n,n,,"R2 L2 U' B2 R' B' R  L  D' R  B2 U' R  B2 U  B2 D2 B' L2 B' F  ",
3x3x3,Standard,27.26,Apr 09 2020 - 12:09:10,,n,n,,"U2 B2 F2 D  F2 U2 D2 F' D2 B  L' F2 L2 D2 F  L' B' U  L2 F2 U' B' L  ",
3x3x3,Standard,20.58,Apr 09 2020 - 12:10:35,,n,n,,"B  U  R2 B2 D2 B2 R' D' L  R' U' L' D2 B  F  U  F' U2 L' F  U' ",
3x3x3,Standard,0.43,Apr 09 2020 - 12:10:44,,n,n,,"L  U2 D2 L' D' F' R2 U' D2 U2 F' R  U  L  F' B  D  U  R' F  D' U  ",
3x3x3,Standard,28.50,Apr 09 2020 - 13:04:32,,n,n,,"R2 F  L  U2 L2 D  F2 R2 U' F2 L' D2 B  F2 U' L' U  F' B2 R' ",
3x3x3,Standard,31.30,Apr 09 2020 - 13:13:48,,n,n,,"F' D2 B' U2 D  F' B' D  F' R2 D2 F2 R2 U' L  R  L2 F' U2 F  ",
3x3x3,Standard,5.99,Apr 09 2020 - 13:14:21,,n,n,,"R' D  L' B  U' R  L' R2 D  L2 R2 B2 U  B' L2 U' R2 D  B2 L2 R  U' ",
